BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8310,36,,B2, 10567 SEAVIEW AVENUE ,,11236,2,0,2,"4,200","2,300",1965, 1 , B2 , $-   ,10/18/2018
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8323,31,,B2, 9206 SKIDMORE AVENUE ,,11236,2,0,2,"3,000","2,464",1960, 1 , B2 , $-   ,7/11/2018
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8324,26,,B2, 1741 EAST 93RD STREET ,,11236,2,0,2,"3,175","3,097",1960, 1 , B2 ," $888,856 ",2/28/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4712,26,,C0, 569 EAST 91ST STREET ,,11236,3,0,3,"3,000","3,840",1920, 1 , C0 ," $775,000 ",9/27/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4713,33,,C0, 547 EAST 92ND STREET ,,11236,3,0,3,"2,400","3,306",1920, 1 , C0 , $-   ,9/20/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4713,33,,C0, 547 EAST 92ND STREET ,,11236,3,0,3,"2,400","3,306",1920, 1 , C0 , $-   ,8/27/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4713,58,,C0, 566 EAST 93RD STREET ,,11236,3,0,3,"2,500","3,480",1920, 1 , C0 , $-   ,11/19/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4714,55,,C0, 552 EAST 94TH STREET ,,11236,3,0,3,"2,000","2,570",1950, 1 , C0 , $-   ,6/28/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4748,1,,C0, 8821 AVENUE B ,,11236,3,0,3,"4,000","3,300",1920, 1 , C0 ," $330,000 ",1/28/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4748,3,,C0, 8817 AVENUE B ,,11236,3,0,3,"3,000","2,947",1955, 1 , C0 ," $76,000 ",2/4/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4748,10,,C0, 8801 AVENUE B ,,11236,3,0,3,"2,000","3,420",1940, 1 , C0 ," $210,000 ",6/8/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4749,9,,C0, 8903 AVENUE B ,,11236,3,0,3,"2,000","2,925",1935, 1 , C0 , $-   ,2/11/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4753,31,,C0, 631 EAST 93RD STREET ,,11236,3,0,3,"2,567","3,600",1930, 1 , C0 ," $380,000 ",8/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4754,8,,C0, 681 EAST 94TH STREET ,,11236,3,0,3,"2,020","2,000",1930, 1 , C0 , $-   ,11/26/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4754,10,,C0, 675 EAST 94TH STREET ,,11236,3,0,3,"2,260","2,000",1930, 1 , C0 , $-   ,11/26/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4754,12,,C0, 669 EAST 94TH STREET ,,11236,3,0,3,"2,500","3,420",1940, 1 , C0 , $-   ,8/24/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,4754,55,,C0, 632 E 95 ST ,,11236,3,0,3,"2,450","2,480",1915, 1 , C0 ," $15,000 ",5/31/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7914,13,,C0, 255 EAST 89 STREET ,,11236,3,0,3,"2,433","3,300",1960, 1 , C0 , $-   ,9/19/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7914,54,,C0, 776 REMSEN AVENUE ,,11236,3,0,3,"3,083","3,430",1960, 1 , C0 ," $900,000 ",5/29/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7967,42,,C0, 8807 BEDELL LANE ,,11236,2,0,2,"2,741","3,240",1920, 1 , C0 , $-   ,3/9/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7984,64,,C0, 652 EAST 80TH STREET ,,11236,3,0,3,"2,200","3,342",1970, 1 , C0 ," $860,000 ",8/24/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7988,2,,C0, 8321 GLENWOOD ROAD ,,11236,3,0,3,"2,047","2,800",1960, 1 , C0 , $-   ,11/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7988,2,,C0, 8321 GLENWOOD ROAD ,,11236,3,0,3,"2,047","2,800",1960, 1 , C0 , $-   ,11/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7989,113,,C0, 665 EAST 84TH STREET ,,11236,3,0,3,"2,133","1,848",1960, 1 , C0 , $-   ,10/5/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,7993,3,,C0, 8819 GLENWOOD ROAD ,,11236,3,0,3,"1,833","2,112",1935, 1 , C0 ," $210,757 ",12/13/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8006,17,,C0, 753 EAST 85TH STREET ,,11236,3,0,3,"2,200","2,691",1970, 1 , C0 ," $700,000 ",10/29/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8009,20,,C0, 739 EAST 88TH STREET ,,11236,3,0,3,"2,375","3,360",1925, 1 , C0 ," $795,000 ",11/20/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8020,70,,C0, 982 EAST 84TH STREET ,,11236,3,0,3,"2,500","2,506",1965, 1 , C0 ," $720,000 ",4/16/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8020,132,,C0, 917 EAST 83RD STREET ,,11236,3,0,3,"2,067","2,560",1975, 1 , C0 , $-   ,1/15/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8021,10,,C0, 977 EAST 84TH STREET ,,11236,3,0,3,"2,667","3,702",1899, 1 , C0 , $-   ,10/17/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8021,57,,C0, 942 EAST 85TH STREET ,,11236,3,0,3,"3,217","4,312",1970, 1 , C0 , $-   ,3/25/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8022,24,,C0, 941 E. 85TH STREET ,,11236,3,0,3,"2,700","3,583",1960, 1 , C0 ," $880,000 ",2/4/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8022,24,,C0, 941 EAST 85TH STREET ,,11236,3,0,3,"2,700","3,583",1960, 1 , C0 , $-   ,8/13/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8022,24,,C0, 941 EAST 85TH STREET ,,11236,3,0,3,"2,700","3,583",1960, 1 , C0 ," $613,000 ",8/13/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8022,52,,C0, 920 EAST 86TH STREET ,,11236,3,0,3,"2,100","2,887",1970, 1 , C0 , $-   ,5/21/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8029,55,,C0, 19 PAERDEGAT 2 STREET ,,11236,3,0,3,"2,942","3,013",1965, 1 , C0 ," $590,000 ",10/1/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8031,69,,C0, 35 PAERDEGAT 4 STREET ,,11236,3,0,3,"2,192","3,150",1965, 1 , C0 , $-   ,6/8/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8036,21,,C0, 1043 EAST 84TH   STREET ,,11236,3,0,3,"2,517","2,840",1965, 1 , C0 , $-   ,5/22/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8036,144,,C0, 8418 AVENUE J ,,11236,3,0,3,"1,992","2,564",1965, 1 , C0 , $-   ,12/6/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8043,47,,C0, 49 PAERDEGAT 5TH STREET ,,11236,3,0,3,"2,200","2,843",1960, 1 , C0 ," $600,000 ",8/29/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8046,11,,C0, 1165 EAST 80TH STREET ,,11236,3,0,3,"2,000","3,450",1960, 1 , C0 , $-   ,1/30/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8055,156,,C0, 1408 REMSEN AVENUE ,3,11236,3,0,3,"2,222","2,825",1960, 1 , C0 , $-   ,4/22/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8057,127,,C0, 28 PAERDEGAT 7TH STREET ,,11236,3,0,3,"2,850","3,328",1965, 1 , C0 , $-   ,12/27/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8058,52,,C0, 15 PAERDEGAT 9TH STREET ,,11236,3,0,3,"2,900","3,118",1965, 1 , C0 , $-   ,5/14/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8072,21,,C0, 39 PAERDEGAT 14TH STREE ,,11236,3,0,3,"2,142","3,213",1965, 1 , C0 , $-   ,6/20/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8072,36,,C0, 1 PAERDEGAT 14 STREET ,,11236,3,0,3,"3,150","3,496",1965, 1 , C0 ," $900,000 ",4/4/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8073,20,,C0, 1347 EAST 80TH STREET ,,11236,3,0,3,"3,953","3,679",1960, 1 , C0 ," $680,000 ",8/1/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8073,62,,C0, 1320 EAST 83RD STREET ,,11236,3,0,3,"2,400","3,396",1960, 1 , C0 ," $715,000 ",4/2/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8078,14,,C0, 1373 EAST 87TH STREET ,,11236,3,0,3,"2,175","2,447",1960, 1 , C0 ," $500,000 ",6/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8078,14,,C0, 1373 EAST 87TH STREET ,,11236,3,0,3,"2,175","2,447",1960, 1 , C0 ," $700,000 ",2/5/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8082,62,,C0, 1445 EAST 85TH STREET ,3,11236,3,0,3,"3,050","3,020",1955, 1 , C0 , $-   ,5/15/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8082,62,,C0, 1445 EAST 85TH STREET ,3,11236,3,0,3,"3,050","3,020",1955, 1 , C0 ," $580,000 ",5/15/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8082,62,,C0, 1445 EAST 85TH STREET ,3,11236,3,0,3,"3,050","3,020",1955, 1 , C0 ," $800,000 ",1/11/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8084,8,,C0, 8718 AVENUE N ,,11236,3,0,3,"1,900","2,760",1960, 1 , C0 , $-   ,9/15/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8085,29,,C0, 1415 EAST 88TH STREET ,,11236,3,0,3,"1,933","2,579",1960, 1 , C0 ," $630,000 ",6/25/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8088,1,,C0, 1 PAERDEGAT 15TH STREET ,,11236,3,0,3,"3,183","3,465",1960, 1 , C0 ," $999,000 ",3/26/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8088,3,,C0, 2 PAERDEGAT 14 STREET ,,11236,3,0,3,"3,183","3,465",1960, 1 , C0 , $-   ,4/3/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8088,45,,C0, 5 PAERDEGAT 15 STREET ,,11236,3,0,3,"2,133","2,945",1960, 1 , C0 ," $835,000 ",8/6/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8089,7,,C0, 14 PAERDEGAT 15 STREET ,,11236,3,0,3,"1,800","2,736",1978, 1 , C0 ," $585,000 ",1/16/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8089,10,,C0, 20 PAERDEGAT 15TH STREE ,,11236,3,0,3,"2,700","2,736",1978, 1 , C0 ," $757,000 ",7/2/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8090,16,,C0, 1414 EAST 84TH STREET ,,11236,3,0,3,"3,337","3,267",1960, 1 , C0 , $-   ,2/27/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8090,33,,C0, 1460 EAST 84 STREET ,,11236,3,0,3,"3,120","3,732",1960, 1 , C0 , $-   ,8/27/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8090,61,,C0, 1417 EAST 80TH STREET ,,11236,3,0,3,"2,562","3,706",1960, 1 , C0 , $1 ,1/15/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8108,30,,C0, 745 REMSEN AVENUE ,,11236,3,0,3,"2,000","3,450",1955, 1 , C0 , $-   ,1/14/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8113,61,,C0, 718 EAST 96 ,,11236,3,0,3,"2,372","3,300",2010, 1 , C0 ," $780,000 ",8/16/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8113,63,,C0, 720 EAST 96 ,,11236,3,0,3,"2,600","3,978",2010, 1 , C0 ," $829,000 ",8/16/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8114,18,,C0, 715 EAST 96TH STREET ,,11236,3,0,3,"2,175","2,785",1960, 1 , C0 , $-   ,9/26/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8114,52,,C0, 700 ROCKAWAY PARKWAY ,,11236,3,0,3,"2,356","2,958",1960, 1 , C0 , $-   ,7/2/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8114,52,,C0, 700 ROCKAWAY PARKWAY ,,11236,3,0,3,"2,356","2,958",1960, 1 , C0 ," $740,000 ",4/5/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8114,61,,C0, 724 ROCKAWAY PARKWAY ,,11236,3,0,3,"2,356","2,958",1960, 1 , C0 , $-   ,12/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8127,2,,C0, 9421 FOSTER AVENUE ,,11236,3,0,3,"2,383","2,080",1930, 1 , C0 ," $750,000 ",4/9/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8142,12,,C0, 993 EAST 92ND STREET ,,11236,3,0,3,"1,700","2,745",1935, 1 , C0 ," $889,000 ",1/25/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8142,17,,C0, 981 EAST 92 STREET ,,11236,3,0,3,"1,686","2,588",1935, 1 , C0 , $-   ,4/28/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8161,47,,C0, 1018 E 93RD STREET ,,11236,3,0,3,"1,292","2,350",1930, 1 , C0 ," $762,000 ",12/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8186,3,,C0, 9817 FLATLANDS AVENUE ,,11236,3,0,3,"1,690","1,680",1935, 1 , C0 ," $459,010 ",8/22/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8186,36,,C0, 9812 GLENWOOD ROAD ,,11236,3,0,3,"5,000","2,780",1910, 1 , C0 ," $765,000 ",10/15/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8199,66,,C0, 1242 EAST 92ND STREET ,,11236,3,0,3,"2,725","2,640",1955, 1 , C0 ," $840,000 ",7/2/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8207,33,,C0, 919 E 99TH STREET ,,11236,3,0,3,"4,000","3,712",1970, 1 , C0 , $-   ,3/21/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8211,31,,C0, 927 EAST 103RD STREET ,,11236,3,0,3,"2,600","4,056",1997, 1 , C0 ," $900,000 ",4/10/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8237,67,,C0, 1396 EAST 92ND STREET ,,11236,3,0,3,"1,854","1,800",1931, 1 , C0 ," $575,000 ",7/31/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8257,14,,C0, 1471 EAST 92ND STREET ,,11236,3,0,3,"2,450","3,030",1965, 1 , C0 ," $560,000 ",11/6/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8257,57,,C0, 1464 EAST 93RD STREET ,,11236,3,0,3,"2,088","2,673",1960, 1 , C0 , $-   ,1/30/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8259,25,,C0, 1443 EAST 94TH STREET ,,11236,3,0,3,"5,000","3,565",1931, 1 , C0 ," $450,000 ",8/21/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8275,36,,C0, 1503 EAST 91ST STREET ,,11236,3,0,3,"11,613","3,366",1960, 1 , C0 , $-   ,4/1/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8298,18,,C0, 1631 E 95TH STREET ,,11236,3,0,3,"3,848","3,315",1960, 1 , C0 , $-   ,11/1/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8326,12,,C0, 2194 CANARSIE ROAD ,,11236,3,0,3,"1,900","2,507",1960, 1 , C0 , $-   ,2/9/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8327,1,,C0, 9501 SCHENCK STREET ,,11236,3,0,3,"3,300","2,709",1965, 1 , C0 , $-   ,9/10/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8327,12,,C0, 9524 SEAVIEW COURT ,,11236,3,0,3,"1,710","2,497",1975, 1 , C0 , $-   ,8/7/2018
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8327,38,,C0, 2109 CANARSIE ROAD ,,11236,3,0,3,"1,710","2,664",1980, 1 , C0 ," $590,000 ",3/4/2019
3,CANARSIE,03 THREE FAMILY DWELLINGS,1,8330,8,,C0, 9518 SCHENCK STREET ,,11236,3,0,3,"3,202","3,454",1965, 1 , C0 , $-   ,10/1/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1007,,R3," 557 EAST 87TH STREET, 203 ",203,11236,1,0,1,0,"1,040",0, 1 , R3 , $-   ,12/11/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1014,,R3," 561 EAST 87TH STREET, 402 ",402,11236,1,0,1,0,837,0, 1 , R3 ," $245,000 ",2/28/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1017,,R3, 565 EAST 87TH STREET ,501,11236,1,0,1,0,547,0, 1 , R3 ," $245,000 ",12/12/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1017,,R3, 565 EAST 87TH STREET ,501,11236,1,0,1,0,547,0, 1 , R3 , $-   ,11/12/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1026,,R3," 8705 BEDELL LANE, 702 ",702,11236,1,0,1,"4,000",837,1986, 1 , R3 , $-   ,2/27/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1032,,R3, 8709 BEDELL LANE ,804,11236,1,0,1,0,"1,040",0, 1 , R3 ," $395,000 ",7/16/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,7966,1036,,R3, 8711 BEDELL LANE ,904,11236,1,0,1,0,"1,058",0, 1 , R3 ," $400,000 ",8/15/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8006,1107,,R3, 715 EAST 85TH STREET ,202,11236,1,0,1,"14,000",915,0, 1 , R3 ," $370,000 ",12/3/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8006,1123,,R3," 727 EAST 85TH ST, 602 ",602,11236,1,0,1,"14,000",915,0, 1 , R3 ," $312,000 ",1/28/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8007,1021,,R3, 8612 GLENWOOD ROAD ,3,11236,1,0,1,0,911,0, 1 , R3 ," $400,000 ",10/29/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8039,1017,,R3," 1021 E. 87 STREET, 6B ",6B,11236,1,0,1,"26,070","1,166",1985, 1 , R3 ," $263,611 ",1/8/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8039,1017,,R3, 1021 EAST 87TH ST ,6B,11236,1,0,1,"26,070","1,166",1985, 1 , R3 ," $259,185 ",7/2/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8058,1018,,R3, 1254 E. 80TH ST ,2,11236,1,0,1,"127,378",937,0, 1 , R3 ," $338,000 ",8/10/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8058,1028,,R3," 1248 EAST 80TH STREET, 12 ",12,11236,1,0,1,"127,378","1,065",0, 1 , R3 ," $340,000 ",9/5/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8058,1032,,R3, 1244 EAST 80TH STREET ,16,11236,1,0,1,"127,378","1,065",0, 1 , R3 ," $200,000 ",5/7/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1093,,R3," 1259 EAST 80TH STREET, 49 ",49,11236,1,0,1,"127,378",432,0, 1 , R3 ," $185,000 ",2/7/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1100,,R3," 1257 EAST 80TH STREET, 56 ",56,11236,1,0,1,"127,378","1,063",0, 1 , R3 ," $235,000 ",2/25/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1124,,R3, 1232 EAST 82ND STREET ,80,11236,1,0,1,"127,378","1,063",0, 1 , R3 , $-   ,6/22/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1125,,R3, 1230 EAST 82ND STREET ,81,11236,1,0,1,"127,378",432,0, 1 , R3 ," $157,250 ",10/4/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1146,,R3, 1216 EAST 82ND STREET ,102,11236,1,0,1,"127,378",931,0, 1 , R3 ," $310,000 ",7/11/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1159,,R3, 1210 EAST 82 ST ,115,11236,1,0,1,"127,378","1,063",0, 1 , R3 ," $380,000 ",5/11/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1178,,R3, 8110 AVENUE L ,134,11236,1,0,1,"127,378",931,0, 1 , R3 ," $350,000 ",11/27/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1199,,R3," 1217 EAST 80TH STREET, 155 ",155,11236,1,0,1,"127,378","1,063",0, 1 , R3 ," $383,000 ",1/7/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8060,1227,,R3, 1231 EAST 80TH STREET ,183,11236,1,0,1,"127,378","1,063",0, 1 , R3 ," $350,000 ",10/5/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8065,1004,,R3," 8624 AVENUE L, 104 ",104,11236,1,0,1,"20,000","1,053",0, 1 , R3 ," $320,801 ",12/10/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8065,1009,,R3, 8616 AVENUE L ,301,11236,1,0,1,"20,000",463,0, 1 , R3 , $-   ,6/14/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8065,1010,,R3," 8616 AVENUE L, 302 ",302,11236,1,0,1,"20,000",927,0, 1 , R3 , $-   ,3/29/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8065,1023,,R3," 8606 AVENUE L, 603 ",603,11236,1,0,1,"20,000","1,053",0, 1 , R3 ," $400,000 ",1/11/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8089,1001,,R3, 7903 SEAVIEW AVENUE ,E-1,11236,1,0,1,"19,000","1,008",1984, 1 , R3 ," $241,000 ",7/31/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8089,1002,,R3," 7903 SEAVIEW AVE, 1 ",1,11236,1,0,1,"19,000","1,275",1985, 1 , R3 ," $390,000 ",3/27/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8089,1043,,R3, 7937 SEAVIEW AVENUE ,D2,11236,1,0,1,"19,000","1,087",1986, 1 , R3 ," $355,000 ",5/29/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8181,1020,,R3, 1111 E. 93RD STREET ,402,11236,1,0,1,"2,511","1,024",0, 1 , R3 , $-   ,9/24/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8203,1007,,R3, 1231 EAST 95TH   STREET ,301,11236,1,0,1,"15,678","1,218",0, 1 , R3 ," $165,000 ",6/8/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8214,1011,,R3, 907 EAST 106 STREET ,7B,11236,1,0,1,0,955,0, 1 , R3 ," $220,000 ",11/15/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8235,1010,,R3, 562 LOUISIANA AVENUE ,1,11239,1,0,1,0,"1,017",1989, 1 , R3 ," $308,000 ",5/22/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8235,1047,,R3," 586 LOUISIANA AVE, 2 ",2,11239,1,0,1,0,"1,025",1989, 1 , R3 , $-   ,2/28/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8235,1055,,R3, 592 LOUISIANA AVENUE ,1,11239,1,0,1,0,"1,017",1989, 1 , R3 ," $214,915 ",11/21/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8235,1079,,R3, 608 LOUISIANA AVE ,1,11239,1,0,1,0,"1,342",1989, 1 , R3 , $-   ,8/7/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8235,1101,,R3, 622 LOUISIANA AVENUE ,2,11239,1,0,1,0,"1,025",1989, 1 , R3 ," $319,587 ",5/2/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1265,,R3, 10810 FLATLANDS 9 STREET ,15C,11236,1,0,1,0,"1,143",0, 1 , R3 ," $276,822 ",9/20/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1305,,R3, 10836 FLATLANDS 9TH STREET ,23E,11236,1,0,1,0,781,0, 1 , R3 ," $184,000 ",7/31/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1308,,R3, 108-38 FLATLANDS 9TH STREET ,24C,11236,1,0,1,0,"1,105",0, 1 , R3 ," $359,900 ",7/10/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1333,,R3, 108-49 SEAVIEW AVENUE ,29C,11236,1,0,1,0,"1,105",0, 1 , R3 , $-   ,6/6/2018
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1344,,R3," 10843 SEAVIEW AVE, 31D ",31D,11236,1,0,1,0,781,0, 1 , R3 ," $238,000 ",2/1/2019
3,CANARSIE,04 TAX CLASS 1 CONDOS,1A,8273,1406,,R3," 10803 SEAVIEW AVENUE, 44A ",44A,11236,1,0,1,0,409,0, 1 , R3 ," $177,902 ",3/27/2019
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,4747,70,,V0, N/A EAST 88TH STREET ,,11236,0,0,0,"2,000",0,0, 1 , V0 , $-   ,7/30/2018
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,7994,28,,V0, N/A BAY VIEW AVENUE ,,0,0,0,0,"2,006",0,0, 1 , V0 ," $467,222 ",1/15/2019
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,8125,118,,V0, N/A EAST 92ND STREET ,,11236,0,0,0,"1,820",0,0, 1 , V0 , $-   ,9/5/2018
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,8235,100,,V0, LOUISIANA AVENUE ,,0,0,0,0,"143,711",0,0, 1 , V0 ," $1,000 ",5/3/2018
3,CANARSIE,05 TAX CLASS 1 VACANT LAND,1B,8241,186,,V0, 1350 EAST 96TH STREET ,,11236,0,0,0,"3,191",0,0, 1 , V0 , $-   ,3/1/2019
